iso3,country_name_standard,dashboard_name,wb_region,wb_income,year,awp_usd_per_m3,cawp_pct,tawp_pct,VETb_m3,vetb_Mm3,gva_agriculture_usd,cr_value,cr_source,irr_area_ha,ETb_annual_mm,AETI_annual_mm,quality_flag
TCA,Turks and Caicos Islands,Turks and Caicos Islands,Latin America & Caribbean ,High income,2025,,,,742803.9520899478,0.743,,0.8,GLOBAL_DEFAULT,3899.7,19.0,77.2,"MISSING_GVA,CR_GLOBAL_DEFAULT"
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2018,6.127871,,0.0,188180639.50822285,188.181,5765733049.28699,0.8,GLOBAL_DEFAULT,480771.3,39.1,70.9,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2019,6.091517,-0.59,-0.59,183962023.68627903,183.962,5603038562.44464,0.8,GLOBAL_DEFAULT,480771.3,38.3,73.3,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2020,6.153944,1.02,0.43,197460971.61675945,197.461,6075818330.57251,0.8,GLOBAL_DEFAULT,480771.3,41.1,75.6,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2021,5.971579,-2.96,-2.55,211575777.1617794,211.576,6317206888.50982,0.8,GLOBAL_DEFAULT,480771.3,44.0,76.5,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2022,6.681756,11.89,9.04,187993203.3592001,187.993,6280623762.1946,0.8,GLOBAL_DEFAULT,480771.3,39.1,70.1,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2023,6.963714,4.22,13.64,185496128.9717244,185.496,6458709818.61525,0.8,GLOBAL_DEFAULT,480771.3,38.6,75.1,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2024,7.634686,9.64,24.59,192760774.86419743,192.761,7358340364.99777,0.8,GLOBAL_DEFAULT,480771.3,40.1,76.3,CR_GLOBAL_DEFAULT
TCD,Chad,Chad,Sub-Saharan Africa ,Low income,2025,,,,217949544.63415504,217.95,,0.8,GLOBAL_DEFAULT,480771.3,45.3,79.5,"MISSING_GVA,CR_GLOBAL_DEFAULT"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2018,55.127676,,0.0,5010928.558941087,5.011,1381204234.81033,0.8,GLOBAL_DEFAULT,23523.0,21.3,82.9,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2019,50.806957,-7.84,-7.84,5371657.083652176,5.372,1364587765.48035,0.8,GLOBAL_DEFAULT,23523.0,22.8,85.2,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2020,41.612521,-18.1,-24.52,6898215.749288239,6.898,1435260747.87034,0.8,GLOBAL_DEFAULT,23523.0,29.3,82.4,CR_GLOBAL_DEFAULT
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2021,64.678261,55.43,17.32,5428042.325240559,5.428,1755381701.83282,0.8,GLOBAL_DEFAULT,23523.0,23.1,84.9,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2022,66.001718,2.05,19.73,5559746.977068766,5.56,1834764250.02326,0.8,GLOBAL_DEFAULT,23523.0,23.6,88.6,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2023,79.904345,21.06,44.94,5234643.674856119,5.235,2091353879.74755,0.8,GLOBAL_DEFAULT,23523.0,22.3,85.0,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2024,72.464558,-9.31,31.45,6270021.130955232,6.27,2271771554.16813,0.8,GLOBAL_DEFAULT,23523.0,26.7,81.0,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TGO,Togo,Togo,Sub-Saharan Africa ,Low income,2025,,,,4410421.4716645125,4.41,,0.8,GLOBAL_DEFAULT,23523.0,18.7,88.6,"MISSING_GVA,CR_GLOBAL_DEFAULT"
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2018,14.096813,,0.0,1326780675.028572,1326.781,41563064275.6878,0.55,COUNTRY_FIXED,6345284.7,20.9,97.4,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2019,9.634232,-31.66,-31.66,2065331305.079147,2065.331,44217515514.7228,0.55,COUNTRY_FIXED,6345284.7,32.5,92.5,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2020,10.245598,6.35,-27.32,1912968538.147707,1912.969,43554459075.4815,0.55,COUNTRY_FIXED,6345284.7,30.1,85.8,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2021,11.622726,13.44,-17.55,1703677580.497632,1703.678,44003061816.7824,0.55,COUNTRY_FIXED,6345284.7,26.8,91.7,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2022,19.787312,70.25,40.37,982845691.0729789,982.846,43217498445.584,0.55,COUNTRY_FIXED,6345284.7,15.5,95.3,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2023,10.647427,-46.19,-24.47,1867038371.473612,1867.038,44175899395.2938,0.55,COUNTRY_FIXED,6345284.7,29.4,85.7,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2024,9.826053,-7.71,-30.3,2100490197.9547155,2100.49,45865619933.0314,0.55,COUNTRY_FIXED,6345284.7,33.1,85.5,CR_COUNTRY_FIXED
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,2025,,,,1503948556.108313,1503.949,,0.55,COUNTRY_FIXED,6345284.7,23.7,92.6,"MISSING_GVA,CR_COUNTRY_FIXED"
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2018,0.751421,,0.0,449501088.1104031,449.501,1535293065.39229,0.78,REGIONAL_DEFAULT,1559411.1,28.8,43.6,CR_REGIONAL_DEFAULT
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2019,0.759216,1.04,1.04,501925863.42910427,501.926,1732136863.14493,0.78,REGIONAL_DEFAULT,1559411.1,32.2,49.5,CR_REGIONAL_DEFAULT
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2020,0.82652,8.86,9.99,491263293.4857975,491.263,1845631374.4061,0.78,REGIONAL_DEFAULT,1559411.1,31.5,46.7,CR_REGIONAL_DEFAULT
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2021,0.876893,6.09,16.7,503391367.0863634,503.391,2006455121.43145,0.78,REGIONAL_DEFAULT,1559411.1,32.3,44.5,CR_REGIONAL_DEFAULT
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2022,1.133674,29.28,50.87,476829167.9681357,476.829,2457131331.26191,0.78,REGIONAL_DEFAULT,1559411.1,30.6,45.8,CR_REGIONAL_DEFAULT
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2023,1.179934,4.08,57.03,521853972.97762895,521.854,2798877774.72964,0.78,REGIONAL_DEFAULT,1559411.1,33.5,42.7,CR_REGIONAL_DEFAULT
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2024,,,,471247172.3924528,471.247,,0.78,REGIONAL_DEFAULT,1559411.1,30.2,45.0,"MISSING_GVA,CR_REGIONAL_DEFAULT"
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,2025,,,,593735881.6685337,593.736,,0.78,REGIONAL_DEFAULT,1559411.1,38.1,47.7,"MISSING_GVA,CR_REGIONAL_DEFAULT"
TKL,,,,,2018,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2019,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2020,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2021,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2022,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2023,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2024,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKL,,,,,2025,,,,0.0,0.0,,,,0.0,,,"MISSING_GVA,MISSING_CR,ZERO_VETB,NO_GMIE_IRRIGATION"
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2018,2.6174,,0.0,997425943.0964152,997.426,4501142857.14286,0.42,COUNTRY_FIXED,4221804.8,23.6,30.4,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2019,1.592499,-39.16,-39.16,1606927799.0133574,1606.928,4412122183.31615,0.42,COUNTRY_FIXED,4221804.8,38.1,47.2,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2020,2.142751,34.55,-18.13,1291236126.314221,1291.236,4770339827.3665,0.42,COUNTRY_FIXED,4221804.8,30.6,39.3,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2021,2.132982,-0.46,-18.51,1303268038.6955292,1303.268,4792839826.18214,0.42,COUNTRY_FIXED,4221804.8,30.9,32.4,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2022,2.05464,-3.67,-21.5,1302845295.0255463,1302.845,4615307701.48635,0.42,COUNTRY_FIXED,4221804.8,30.9,35.2,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2023,2.54315,23.78,-2.84,1181883231.4928176,1181.883,5182251926.07638,0.42,COUNTRY_FIXED,4221804.8,28.0,29.6,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2024,2.755286,8.34,5.27,1316105401.945646,1316.105,6252149800.62824,0.42,COUNTRY_FIXED,4221804.8,31.2,39.6,CR_COUNTRY_FIXED
TKM,Turkmenistan,Turkmenistan,Europe & Central Asia,Upper middle income,2025,,,,1577251535.0668898,1577.252,,0.42,COUNTRY_FIXED,4221804.8,37.4,41.2,"MISSING_GVA,CR_COUNTRY_FIXED"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2018,78.119894,,0.0,991113.6910206124,0.991,276520344.28256,0.72,REGIONAL_DEFAULT,3761.2,26.4,96.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2019,68.107894,-12.82,-12.82,1180641.6963647332,1.181,287182214.189373,0.72,REGIONAL_DEFAULT,3761.2,31.4,95.4,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2020,88.342334,29.71,13.09,909040.6374248932,0.909,286809897.800653,0.72,REGIONAL_DEFAULT,3761.2,24.2,96.3,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2021,104.756391,18.58,34.1,840072.1976533878,0.84,314296183.954572,0.72,REGIONAL_DEFAULT,3761.2,22.3,98.0,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2022,137.175502,30.95,75.6,676194.0154105863,0.676,331275905.013174,0.72,REGIONAL_DEFAULT,3761.2,18.0,103.8,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2023,98.202131,-28.41,25.71,1018756.1174915844,1.019,357300075.845817,0.72,REGIONAL_DEFAULT,3761.2,27.1,96.3,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2024,155.121806,57.96,98.57,678902.5409345574,0.679,376116386.661186,0.72,REGIONAL_DEFAULT,3761.2,18.1,97.6,"CR_REGIONAL_DEFAULT,OUTLIER_AWP"
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,2025,,,,850441.5626382295,0.85,,0.72,REGIONAL_DEFAULT,3761.2,22.6,104.0,"MISSING_GVA,CR_REGIONAL_DEFAULT"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2018,,,,0.0,0.0,85126218.6472802,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2019,,,,0.0,0.0,93978764.1387801,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2020,,,,0.0,0.0,86591629.1538543,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2021,,,,0.0,0.0,85799119.7491008,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2022,,,,0.0,0.0,96976145.8769544,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2023,,,,0.0,0.0,112073745.806013,0.72,REGIONAL_DEFAULT,0.0,,,"CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2024,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,2025,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2018,148.089748,,0.0,311103.6736074758,0.311,230356322.363649,0.8,GLOBAL_DEFAULT,7950.5,3.9,106.3,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2019,86.043365,-41.9,-41.9,417503.8592171571,0.418,179617184.658072,0.8,GLOBAL_DEFAULT,7950.5,5.3,96.2,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2020,178.03731,106.92,20.22,249208.58784001268,0.249,221842133.367935,0.8,GLOBAL_DEFAULT,7950.5,3.1,94.7,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2021,,,,63043.577625326754,0.063,220032344.311559,0.8,GLOBAL_DEFAULT,7950.5,0.8,99.2,"CR_GLOBAL_DEFAULT,ZERO_VETB"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2022,450.184552,,203.99,96045.42659530052,0.096,216190836.745937,0.8,GLOBAL_DEFAULT,7950.5,1.2,99.5,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2023,235.402335,-47.71,58.96,177800.26531649733,0.178,209272988.218828,0.8,GLOBAL_DEFAULT,7950.5,2.2,93.0,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2024,238.528836,1.33,61.07,167136.3329356998,0.167,199334175.095772,0.8,GLOBAL_DEFAULT,7950.5,2.1,90.1,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean ,High income,2025,,,,78816.0973826219,0.079,,0.8,GLOBAL_DEFAULT,7950.5,1.0,100.9,"MISSING_GVA,CR_GLOBAL_DEFAULT,ZERO_VETB"
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2018,4.923087,,0.0,325812870.5835372,325.813,4221065886.57458,0.62,COUNTRY_FIXED,5206259.7,6.3,17.4,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2019,4.74987,-3.52,-3.52,327418054.858249,327.418,4092613462.29408,0.62,COUNTRY_FIXED,5206259.7,6.3,17.3,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2020,3.129152,-34.12,-36.44,536226775.5555288,536.227,4415618495.22714,0.62,COUNTRY_FIXED,5206259.7,10.3,17.8,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2021,3.643498,16.44,-25.99,495372527.61341614,495.373,4749707189.24217,0.62,COUNTRY_FIXED,5206259.7,9.5,15.3,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2022,3.484282,-4.37,-29.23,530276506.8337667,530.277,4862192292.82124,0.62,COUNTRY_FIXED,5206259.7,10.2,16.0,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2023,4.015705,15.25,-18.43,432150988.1246981,432.151,4566818203.91499,0.62,COUNTRY_FIXED,5206259.7,8.3,13.5,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2024,4.287028,6.76,-12.92,443114431.4021519,443.114,4999063388.51576,0.62,COUNTRY_FIXED,5206259.7,8.5,16.2,CR_COUNTRY_FIXED
TUN,Tunisia,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2025,,,,495750178.75301504,495.75,,0.62,COUNTRY_FIXED,5206259.7,9.5,18.9,"MISSING_GVA,CR_COUNTRY_FIXED"
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2018,8.042173,,0.0,1294870563.949634,1294.871,47334422859.0601,0.78,REGIONAL_DEFAULT,5077891.2,25.5,61.3,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2019,7.767676,-3.41,-3.41,1462190418.9270463,1462.19,51626459638.5609,0.78,REGIONAL_DEFAULT,5077891.2,28.8,59.3,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2020,6.860217,-11.68,-14.7,1621277503.9284122,1621.278,50555979841.9229,0.78,REGIONAL_DEFAULT,5077891.2,31.9,61.2,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2021,6.015384,-12.31,-25.2,1752481867.986242,1752.482,47917507509.2583,0.78,REGIONAL_DEFAULT,5077891.2,34.5,60.4,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2022,8.907839,48.08,10.76,1530972570.9332628,1530.973,61989349798.113,0.78,REGIONAL_DEFAULT,5077891.2,30.1,58.3,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2023,11.828442,32.79,47.08,1356324528.961351,1356.325,72923661286.0271,0.78,REGIONAL_DEFAULT,5077891.2,26.7,55.8,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2024,11.060861,-6.49,37.54,1573430051.5353916,1573.43,79106775252.7513,0.78,REGIONAL_DEFAULT,5077891.2,31.0,59.3,CR_REGIONAL_DEFAULT
TUR,Turkiye,Turkiye,Europe & Central Asia,Upper middle income,2025,,,,1699353156.2965903,1699.353,,0.78,REGIONAL_DEFAULT,5077891.2,33.5,58.1,"MISSING_GVA,CR_REGIONAL_DEFAULT"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2018,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2019,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2020,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2021,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2022,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2023,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2024,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,2025,,,,0.0,0.0,,0.72,REGIONAL_DEFAULT,0.0,,,"MISSING_GVA,CR_REGIONAL_DEFAULT,ZERO_VETB,NO_GMIE_IRRIGATION"
TWN,,,,,2018,,,,63310183.569848806,63.31,,,,441608.0,14.3,67.6,"MISSING_GVA,MISSING_CR"
TWN,,,,,2019,,,,54267073.54330272,54.267,,,,441608.0,12.3,66.6,"MISSING_GVA,MISSING_CR"
TWN,,,,,2020,,,,58881884.75527072,58.882,,,,441608.0,13.3,66.6,"MISSING_GVA,MISSING_CR"
TWN,,,,,2021,,,,61291555.29194079,61.292,,,,441608.0,13.9,55.3,"MISSING_GVA,MISSING_CR"
TWN,,,,,2022,,,,51246263.98475109,51.246,,,,441608.0,11.6,57.5,"MISSING_GVA,MISSING_CR"
TWN,,,,,2023,,,,57330116.48955442,57.33,,,,441608.0,13.0,54.6,"MISSING_GVA,MISSING_CR"
TWN,,,,,2024,,,,31146386.91221608,31.146,,,,441608.0,7.1,63.0,"MISSING_GVA,MISSING_CR"
TWN,,,,,2025,,,,46447534.20918353,46.448,,,,441608.0,10.5,65.0,"MISSING_GVA,MISSING_CR"
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2018,6.715853,,0.0,283856173.0833504,283.856,15886136433.1293,0.88,COUNTRY_FIXED,987756.7,28.7,91.3,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2019,7.629081,13.6,13.6,255280649.3869099,255.281,16229639462.2473,0.88,COUNTRY_FIXED,987756.7,25.8,93.2,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2020,7.29195,-4.42,8.58,274586536.3157967,274.587,16685594759.4038,0.88,COUNTRY_FIXED,987756.7,27.8,94.9,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2021,6.989531,-4.15,4.08,300697181.06144017,300.697,17514435490.7804,0.88,COUNTRY_FIXED,987756.7,30.4,93.0,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2022,7.646643,9.4,13.86,288353061.2888276,288.353,18374441349.3476,0.88,COUNTRY_FIXED,987756.7,29.2,88.6,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2023,8.097151,5.89,20.57,277433502.1884015,277.434,18720174196.0901,0.88,COUNTRY_FIXED,987756.7,28.1,92.2,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2024,8.138199,0.51,21.18,271091920.66944313,271.092,18385000013.8892,0.88,COUNTRY_FIXED,987756.7,27.4,96.4,CR_COUNTRY_FIXED
TZA,Tanzania,Tanzania,Sub-Saharan Africa ,Lower middle income,2025,,,,325972366.8559579,325.972,,0.88,COUNTRY_FIXED,987756.7,33.0,99.0,"MISSING_GVA,CR_COUNTRY_FIXED"
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2018,39.440271,,0.0,38821386.505773805,38.821,7655630110.98579,0.8,GLOBAL_DEFAULT,458302.9,8.5,102.5,CR_GLOBAL_DEFAULT
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2019,45.58375,15.58,15.58,35591366.04186257,35.591,8111939725.93065,0.8,GLOBAL_DEFAULT,458302.9,7.8,102.0,CR_GLOBAL_DEFAULT
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2020,38.356113,-15.86,-2.75,46915102.36904867,46.915,8997404795.58423,0.8,GLOBAL_DEFAULT,458302.9,10.2,109.0,CR_GLOBAL_DEFAULT
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2021,32.256954,-15.9,-18.21,59912865.29717889,59.913,9663032725.04433,0.8,GLOBAL_DEFAULT,458302.9,13.1,111.6,CR_GLOBAL_DEFAULT
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2022,64.438013,99.76,63.38,33958281.999632865,33.958,10941021163.1068,0.8,GLOBAL_DEFAULT,458302.9,7.4,109.8,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2023,28.31565,-56.06,-28.21,82980501.50371012,82.981,11748234048.0943,0.8,GLOBAL_DEFAULT,458302.9,18.1,111.4,CR_GLOBAL_DEFAULT
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2024,50.760375,79.27,28.7,52294907.81752598,52.295,13272545772.3208,0.8,GLOBAL_DEFAULT,458302.9,11.4,122.4,"CR_GLOBAL_DEFAULT,OUTLIER_AWP"
UGA,Uganda,Uganda,Sub-Saharan Africa ,Low income,2025,,,,73005689.98952955,73.006,,0.8,GLOBAL_DEFAULT,458302.9,15.9,123.0,"MISSING_GVA,CR_GLOBAL_DEFAULT"
