m49,VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
462,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Maldives,2020,0,1000 ha,I,false
462,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Maldives,2021,0,1000 ha,I,false
462,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Maldives,2022,0,1000 ha,I,false
466,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mali,2018,371.069,1000 ha,I,false
466,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mali,2019,371.069,1000 ha,I,false
466,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mali,2020,371.069,1000 ha,I,false
466,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mali,2021,371.069,1000 ha,I,false
466,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mali,2022,371.069,1000 ha,I,false
470,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Malta,2018,3.48,1000 ha,A,false
470,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Malta,2019,3.48,1000 ha,A,false
470,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Malta,2020,3.641,1000 ha,A,false
470,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Malta,2021,3.641,1000 ha,A,false
470,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Malta,2022,3.641,1000 ha,A,false
478,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritania,2018,45.01,1000 ha,I,false
478,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritania,2019,45.01,1000 ha,I,false
478,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritania,2020,45.01,1000 ha,I,false
478,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritania,2021,45.01,1000 ha,I,false
478,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritania,2022,45.01,1000 ha,I,false
480,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritius,2018,17.36,1000 ha,A,false
480,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritius,2019,15.64,1000 ha,A,false
480,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritius,2020,15.846,1000 ha,A,false
480,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritius,2021,15.333,1000 ha,A,false
480,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mauritius,2022,14.295,1000 ha,A,false
484,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mexico,2018,7301.853203,1000 ha,A,false
484,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mexico,2019,7303.6934,1000 ha,A,false
484,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mexico,2020,7304.6728,1000 ha,A,false
484,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mexico,2021,7303.14385,1000 ha,A,false
484,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mexico,2022,7304.1682,1000 ha,A,false
496,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mongolia,2018,87.94,1000 ha,E,false
496,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mongolia,2019,87.94,1000 ha,E,false
496,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mongolia,2020,87.94,1000 ha,E,false
496,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mongolia,2021,87.94,1000 ha,E,false
496,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mongolia,2022,87.94,1000 ha,E,false
499,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Montenegro,2018,2.412,1000 ha,I,false
499,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Montenegro,2019,2.412,1000 ha,I,false
499,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Montenegro,2020,2.412,1000 ha,I,false
499,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Montenegro,2021,2.412,1000 ha,I,false
499,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Montenegro,2022,2.412,1000 ha,I,false
504,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Morocco,2018,1520.2,1000 ha,I,false
504,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Morocco,2019,1520.2,1000 ha,I,false
504,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Morocco,2020,1520.2,1000 ha,I,false
504,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Morocco,2021,1520.2,1000 ha,I,false
504,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Morocco,2022,1520.2,1000 ha,I,false
508,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mozambique,2018,118.1,1000 ha,I,false
508,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mozambique,2019,118.1,1000 ha,I,false
508,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mozambique,2020,118.1,1000 ha,I,false
508,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mozambique,2021,118.1,1000 ha,I,false
508,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Mozambique,2022,118.1,1000 ha,I,false
104,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Myanmar,2018,2110,1000 ha,I,false
104,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Myanmar,2019,2110,1000 ha,I,false
104,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Myanmar,2020,2110,1000 ha,I,false
104,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Myanmar,2021,2110,1000 ha,I,false
104,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Myanmar,2022,2110,1000 ha,I,false
516,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Namibia,2018,7.573,1000 ha,I,false
516,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Namibia,2019,7.573,1000 ha,I,false
516,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Namibia,2020,7.573,1000 ha,I,false
516,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Namibia,2021,7.573,1000 ha,I,false
516,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Namibia,2022,7.573,1000 ha,I,false
524,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nepal,2018,1134,1000 ha,E,false
524,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nepal,2019,1134,1000 ha,E,false
524,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nepal,2020,1134,1000 ha,E,false
524,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nepal,2021,1134,1000 ha,E,false
524,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nepal,2022,1134,1000 ha,E,false
528,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Netherlands (Kingdom of the),2018,522.6,1000 ha,I,false
528,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Netherlands (Kingdom of the),2019,522.6,1000 ha,I,false
528,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Netherlands (Kingdom of the),2020,522.6,1000 ha,I,false
528,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Netherlands (Kingdom of the),2021,522.6,1000 ha,I,false
528,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Netherlands (Kingdom of the),2022,522.6,1000 ha,I,false
554,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,New Zealand,2018,739.62685,1000 ha,I,false
554,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,New Zealand,2019,739.162,1000 ha,A,false
554,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,New Zealand,2020,739.162,1000 ha,I,false
554,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,New Zealand,2021,739.162,1000 ha,I,false
554,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,New Zealand,2022,739.162,1000 ha,I,false
558,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nicaragua,2018,91.58,1000 ha,I,false
558,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nicaragua,2019,91.58,1000 ha,I,false
558,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nicaragua,2020,91.58,1000 ha,I,false
558,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nicaragua,2021,91.58,1000 ha,I,false
558,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nicaragua,2022,91.58,1000 ha,I,false
562,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Niger,2018,101.59,1000 ha,E,false
562,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Niger,2019,101.59,1000 ha,E,false
562,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Niger,2020,101.59,1000 ha,E,false
562,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Niger,2021,101.59,1000 ha,E,false
562,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Niger,2022,101.59,1000 ha,E,false
566,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nigeria,2018,331.15,1000 ha,E,false
566,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nigeria,2019,331.15,1000 ha,E,false
566,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nigeria,2020,331.15,1000 ha,E,false
566,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nigeria,2021,331.15,1000 ha,E,false
566,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Nigeria,2022,331.15,1000 ha,E,false
807,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,North Macedonia,2018,127.8,1000 ha,I,false
807,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,North Macedonia,2019,127.8,1000 ha,I,false
807,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,North Macedonia,2020,127.8,1000 ha,I,false
807,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,North Macedonia,2021,127.8,1000 ha,I,false
807,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,North Macedonia,2022,127.8,1000 ha,I,false
15,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa,2018,9395.2,1000 ha,E,true
15,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa,2019,9401.2,1000 ha,E,true
15,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa,2020,9403.2,1000 ha,E,true
15,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa,2021,9403.2,1000 ha,E,true
15,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa,2022,9403.2,1000 ha,E,true
747,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa and Western Asia,2018,23431.42551976,1000 ha,E,true
747,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa and Western Asia,2019,23000.31818038,1000 ha,E,true
747,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa and Western Asia,2020,24236.97983038,1000 ha,E,true
747,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa and Western Asia,2021,24234.817360759,1000 ha,E,true
747,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern Africa and Western Asia,2022,24262.985850759,1000 ha,E,true
21,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern America,2018,27926,1000 ha,E,true
21,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern America,2019,27926,1000 ha,E,true
21,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern America,2020,27926,1000 ha,E,true
21,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern America,2021,27926,1000 ha,E,true
21,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Northern America,2022,25911.455,1000 ha,E,true
578,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Norway,2018,88.91,1000 ha,I,false
578,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Norway,2019,88.91,1000 ha,I,false
578,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Norway,2020,88.91,1000 ha,I,false
578,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Norway,2021,88.91,1000 ha,I,false
578,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Norway,2022,88.91,1000 ha,I,false
9,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania,2018,3042.30015,1000 ha,E,true
9,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania,2019,2698.4353,1000 ha,E,true
9,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania,2020,2264.5353,1000 ha,E,true
9,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania,2021,2688.5353,1000 ha,E,true
9,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania,2022,2719.8353,1000 ha,E,true
543,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania (excluding Australia and New Zealand),2018,4.4733,1000 ha,E,true
543,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania (excluding Australia and New Zealand),2019,4.4733,1000 ha,E,true
543,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania (excluding Australia and New Zealand),2020,4.4733,1000 ha,E,true
543,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania (excluding Australia and New Zealand),2021,4.4733,1000 ha,E,true
543,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oceania (excluding Australia and New Zealand),2022,4.4733,1000 ha,E,true
512,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oman,2018,108.9,1000 ha,E,false
512,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oman,2019,93.9,1000 ha,A,false
512,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oman,2020,107.1,1000 ha,A,false
512,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oman,2021,123.02943038,1000 ha,E,false
512,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Oman,2022,123.02943038,1000 ha,E,false
586,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Pakistan,2018,19990,1000 ha,I,false
586,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Pakistan,2019,19990,1000 ha,I,false
586,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Pakistan,2020,19990,1000 ha,I,false
586,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Pakistan,2021,19990,1000 ha,I,false
586,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Pakistan,2022,19990,1000 ha,I,false
275,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Palestine,2018,124,1000 ha,A,false
275,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Palestine,2019,126,1000 ha,A,false
275,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Palestine,2020,140,1000 ha,A,false
275,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Palestine,2021,28.9,1000 ha,A,false
275,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Palestine,2022,28.9,1000 ha,A,false
591,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Panama,2018,32.14,1000 ha,I,false
591,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Panama,2019,32.14,1000 ha,I,false
591,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Panama,2020,32.14,1000 ha,I,false
591,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Panama,2021,32.14,1000 ha,I,false
591,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Panama,2022,32.14,1000 ha,I,false
598,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Papua New Guinea,2018,0,1000 ha,I,false
598,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Papua New Guinea,2019,0,1000 ha,I,false
598,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Papua New Guinea,2020,0,1000 ha,I,false
598,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Papua New Guinea,2021,0,1000 ha,I,false
598,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Papua New Guinea,2022,0,1000 ha,I,false
600,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Paraguay,2018,136.2,1000 ha,I,false
600,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Paraguay,2019,136.2,1000 ha,I,false
600,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Paraguay,2020,136.2,1000 ha,I,false
600,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Paraguay,2021,136.2,1000 ha,I,false
600,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Paraguay,2022,136.2,1000 ha,I,false
604,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Peru,2018,2579.77,1000 ha,E,false
604,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Peru,2019,2579.77,1000 ha,E,false
604,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Peru,2020,2579.77,1000 ha,E,false
604,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Peru,2021,2579.77,1000 ha,E,false
604,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Peru,2022,2579.77,1000 ha,E,false
608,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Philippines,2018,1920.56303,1000 ha,A,false
608,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Philippines,2019,1971.74608,1000 ha,A,false
608,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Philippines,2020,2006.0549,1000 ha,A,false
608,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Philippines,2021,2042.39266,1000 ha,A,false
608,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Philippines,2022,2111.76284,1000 ha,A,false
616,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Poland,2018,435.922323049,1000 ha,E,false
616,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Poland,2019,518.385195748,1000 ha,E,false
616,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Poland,2020,600.9,1000 ha,A,false
616,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Poland,2021,600.848068447,1000 ha,E,false
616,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Poland,2022,600.848068447,1000 ha,E,false
620,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Portugal,2018,547.8,1000 ha,I,false
620,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Portugal,2019,547.8,1000 ha,I,false
620,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Portugal,2020,547.8,1000 ha,I,false
620,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Portugal,2021,547.8,1000 ha,I,false
620,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Portugal,2022,547.8,1000 ha,I,false
630,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Puerto Rico,2018,22.04,1000 ha,I,false
630,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Puerto Rico,2019,22.04,1000 ha,I,false
630,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Puerto Rico,2020,22.04,1000 ha,I,false
630,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Puerto Rico,2021,22.04,1000 ha,I,false
630,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Puerto Rico,2022,22.04,1000 ha,I,false
634,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Qatar,2018,13.203,1000 ha,E,false
634,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Qatar,2019,12.8974,1000 ha,A,false
634,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Qatar,2020,13.647,1000 ha,A,false
634,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Qatar,2021,13.43,1000 ha,A,false
634,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Qatar,2022,13.203,1000 ha,E,false
410,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Korea,2018,888.8,1000 ha,E,false
410,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Korea,2019,888.8,1000 ha,E,false
410,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Korea,2020,888.8,1000 ha,E,false
410,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Korea,2021,888.8,1000 ha,E,false
410,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Korea,2022,888.8,1000 ha,E,false
498,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Moldova,2018,222.5,1000 ha,A,false
498,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Moldova,2019,222.1,1000 ha,A,false
498,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Moldova,2020,222.2,1000 ha,A,false
498,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Moldova,2021,222,1000 ha,E,false
498,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Republic of Moldova,2022,222,1000 ha,E,false
642,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Romania,2018,3149,1000 ha,X,false
642,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Romania,2019,3152.446,1000 ha,A,false
642,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Romania,2020,3165.966,1000 ha,A,false
642,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Romania,2021,3170.346,1000 ha,A,false
642,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Romania,2022,3165.767,1000 ha,A,false
643,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Russian Federation,2018,3830,1000 ha,A,false
643,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Russian Federation,2019,3830,1000 ha,I,false
643,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Russian Federation,2020,3830,1000 ha,I,false
643,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Russian Federation,2021,3830,1000 ha,I,false
643,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Russian Federation,2022,3830,1000 ha,I,false
646,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Rwanda,2018,8.5,1000 ha,E,false
646,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Rwanda,2019,55,1000 ha,A,false
646,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Rwanda,2020,8.5,1000 ha,E,false
646,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Rwanda,2021,68.126,1000 ha,A,false
646,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Rwanda,2022,8.5,1000 ha,E,false
659,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Kitts and Nevis,2018,0.025,1000 ha,I,false
659,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Kitts and Nevis,2019,0.025,1000 ha,I,false
659,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Kitts and Nevis,2020,0.025,1000 ha,I,false
659,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Kitts and Nevis,2021,0.025,1000 ha,I,false
659,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Kitts and Nevis,2022,0.025,1000 ha,I,false
662,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Lucia,2018,3,1000 ha,I,false
662,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Lucia,2019,3,1000 ha,I,false
662,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Lucia,2020,3,1000 ha,I,false
662,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Lucia,2021,3,1000 ha,I,false
662,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Lucia,2022,3,1000 ha,I,false
670,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Vincent and the Grenadines,2018,0.478,1000 ha,I,false
670,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Vincent and the Grenadines,2019,0.478,1000 ha,I,false
670,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Vincent and the Grenadines,2020,0.478,1000 ha,I,false
670,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Vincent and the Grenadines,2021,0.478,1000 ha,I,false
670,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saint Vincent and the Grenadines,2022,0.478,1000 ha,I,false
678,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sao Tome and Principe,2018,7.336,1000 ha,I,false
678,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sao Tome and Principe,2019,7.336,1000 ha,I,false
678,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sao Tome and Principe,2020,7.336,1000 ha,I,false
678,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sao Tome and Principe,2021,7.336,1000 ha,I,false
678,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Sao Tome and Principe,2022,7.336,1000 ha,I,false
682,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saudi Arabia,2018,3278.9191,1000 ha,I,false
682,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saudi Arabia,2019,3278.9191,1000 ha,I,false
682,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saudi Arabia,2020,3278.9191,1000 ha,I,false
682,Irrigation and drainage development,Area under agricultural water management,Area equipped for irrigation: total,Saudi Arabia,2021,3278.9191,1000 ha,I,false
